315.13274847,10.76767262,-1.06999970
315.35790882,10.64423826,-1.13000107
313.96619877,10.77178488,-1.11999893
314.18821930,10.63706023,-1.22000122
312.55041674,10.81277263,-1.36999893
0.30694895,0.02758906,0.10000229
312.81510400,10.71483626,-1.30999756
0.72451080,0.01282754,-0.06999970
311.51975170,10.72233255,-1.45000076
311.78339235,10.62063275,-1.43000031
310.33226984,10.65117623,-1.67000008
308.98193571,10.69423539,-1.70999908
306.31137489,10.77198086,-2.01999855
-0.29237391,0.55511019,7.13999939
2.47300964,0.11852632,-0.15999985
2.76361790,-0.00283663,-0.20999908
306.57920198,10.68533478,-1.93000031
306.84284263,10.58363498,-1.89999962
3.52830487,0.06426408,-0.30999756
305.38254485,10.69781990,-2.12999916
305.65351176,10.62246411,-2.01000023
304.09451880,10.73166019,-2.27999878
304.33014524,10.64586012,-2.22999954
1.79648197,0.48506600,6.84000015
4.55349266,0.01837469,-0.43999863
302.98295094,10.70020957,-2.35999870
3.50025545,9.06087042,-0.34000015
303.28716511,10.62777120,-2.19999886
4.96815889,0.10983520,-0.47000122
301.88997781,10.61898837,-2.45999908
3.87434817,9.12306950,-0.39999771
300.44722816,10.67963927,-2.62999916
300.71296203,10.58546633,-2.55999947
299.08119491,10.66624700,-2.85999870
299.39273534,10.62015263,-2.62999916
3.23633600,0.53063712,6.61999893
6.00381277,0.10158011,-0.72999954
307.19656138,10.33930426,5.59000015
298.12749048,10.61927605,-2.80999947
298.40055060,10.55144712,-2.64999962
6.72792622,0.13941939,-0.72999954
296.90491234,10.65518776,-2.93999863
295.58782548,10.70116435,-3.18000031
4.36545200,0.50855372,6.52999878
7.08398239,0.02012785,-0.68999863
295.85879239,10.62580856,-3.04999924
303.77781512,10.29265158,5.34000015
4.72803203,0.52935507,6.47000122
7.48504272,0.06266377,-0.77999878
294.79617090,10.65372680,-3.03999901
6.29358343,9.07467267,-0.55999756
293.80189295,10.57749443,-3.20999908
301.47168334,10.28121294,5.06000137
292.82017429,10.54642321,-3.26000023
5.37309166,0.51619836,6.59000015
8.19345704,0.04405161,-0.86000061
291.54366094,10.62166122,-3.36999893
7.08314479,9.11458336,-0.77999878
291.77091451,10.50575371,-3.36999893
8.58405129,0.04895324,-0.84999847
289.31658298,10.66121858,-3.64999962
289.57917702,10.55575535,-3.60999870
288.42623324,10.60879219,-3.69999886
7.87479936,9.16202091,-0.80999756
5.25091729,8.70781023,6.54999924
288.68882728,10.50332897,-3.63999939
287.20156189,10.63717704,-3.81999970
6.66111770,0.48235806,6.33000183
9.45556208,0.03363790,-1.09999847
287.45892289,10.51289667,-3.81999970
286.18450276,10.59566154,-3.85999870
284.74698615,10.67512960,-4.01000023
8.59971521,9.08611130,-0.91999817
285.03759441,10.55376664,-3.95999908
10.11133200,0.17562779,-1.13000107
304.85505453,1.80300056,-2.34999847
305.14566279,1.68163761,-2.31999970
283.98833463,10.51309715,-4.01000023
291.48874890,10.19093827,4.40999985
303.76208141,1.72177935,-2.43000031
10.74278572,0.11354650,-1.22999954
304.02258223,1.60878927,-2.42000008
9.51179953,9.10005739,-0.98999786
282.76157007,10.53395514,-4.23999977
302.52485076,1.70500305,-2.59999847
9.91994191,9.05142500,-1.07999802
302.79581767,1.62964726,-2.46999931
281.67616741,10.59659025,-4.29999924
281.94190128,10.50241731,-4.21999931
301.36876715,1.74674960,-2.67000008
10.76054286,9.15823142,-1.11000061
9.51675377,0.48694143,6.11999893
12.35281827,0.07124613,-1.36000061
301.63450102,1.65257666,-2.59000015
280.63214067,10.57473791,-4.42000008
9.98640183,0.54283906,5.95999908
12.78712586,0.11669947,-1.45000076
280.90310758,10.49938211,-4.26999855
300.25091963,1.69271841,-2.78999901
10.40187047,0.52055068,5.95000076
13.16725402,0.08396681,-1.36999893
300.51874672,1.60607232,-2.69999886
10.74037851,0.45479316,6.08000183
13.57958284,0.05038814,-1.52000046
279.60381305,10.60933700,-4.42000008
279.85594101,10.46623948,-4.43999863
13.91913748,-0.01160595,-1.55999756
287.17675728,10.19808122,4.02999878
12.63341366,9.12798014,-1.38000107
298.99404763,1.72194926,-2.94999886
14.22254925,0.02970456,-1.63000107
299.25350185,1.60519575,-2.92000008
12.93577882,9.16552722,-1.43000031
10.24121580,8.69042798,6.06999969
299.48703507,1.51186881,-2.87999916
278.42365745,10.56452468,-4.70999908
11.68675669,0.47542010,5.86999893
14.48957393,0.05680737,-1.50999832
278.72996483,10.49961316,-4.50000000
298.02464407,1.61852688,-2.97999954
277.51157313,10.55057859,-4.57999992
12.00063454,0.55436490,5.81999969
14.79507891,0.10564474,-1.56999970
296.73452481,1.64484031,-3.09999847
302.61510327,2.14617029,4.92000198
13.56433693,9.20966795,-1.39999771
302.85282292,2.06789707,4.99000168
276.35548952,10.59232514,-4.71999931
15.16917163,0.16784382,-1.68999863
276.61285052,10.46804477,-4.68000031
11.22816750,8.74031635,6.04999924
295.32920886,1.72346236,-3.25000000
301.49516254,2.08461223,4.76000214
15.56370811,0.07028685,-1.75000000
14.27798429,9.20987294,-1.57999802
11.58028144,8.72348341,5.99000168
275.62300321,10.52437843,-4.65999985
282.97891575,10.14915213,3.76000214
294.49070112,1.62418280,-3.34000015
300.48647627,2.07320417,4.76000214
14.64136672,9.11692541,-1.55999756
274.81983594,10.43554315,-4.73999977
16.21319837,0.18969616,-1.78999901
293.33461750,1.66592936,-3.38999939
273.80905646,10.41660823,-4.93000031
13.76643730,0.48901735,5.69000244
