radius,length,start_x,start_y,start_z,end_x,end_y,end_z
0.118198,0.82541,6.93426,6.45624,6.67735,7.65156,6.04784,6.67534
0.481075,1.51373,4.43756,2.16543,18.1768,3.68947,2.55775,19.433
0.387975,1.46257,3.14659,2.39245,18.1837,3.31032,2.81049,19.5756
0.584503,1.4004,3.80689,3.43733,17.4653,3.60903,2.83249,16.2179
0.238903,0.966081,2.75259,7.74598,3.81665,3.71145,7.73375,3.93385
0.205626,1.24749,2.81901,7.72498,4.21861,1.58223,7.70035,4.3798
0.43159,1.82979,1.67362,7.83602,5.14873,0.441428,7.71937,3.80105
0.263715,1.07493,14.666,5.99894,14.5426,14.559,4.96939,14.2526
0.212051,1.14862,22.7976,6.28208,4.30479,22.8244,5.13809,4.4042
0.925194,1.76771,21.8135,5.91746,7.26435,21.4112,4.19633,7.23679
0.545015,1.4647,19.8668,2.15353,16.427,20.6582,2.13321,15.1947
0.446349,1.84009,16.3009,1.72947,16.2476,16.7331,1.97898,18.0187
0.313136,0.97647,14.9481,2.05429,16.4322,14.8841,2.782,17.0801
0.169789,0.900887,15.5374,5.30381,6.6345,15.0989,6.0906,6.61629
0.281177,1.39674,12.9635,8.01955,1.17238,13.6526,7.88167,2.3795
0.370481,1.3088,14.7091,6.00715,14.704,15.4099,6.32691,15.7621
0.407389,1.16903,13.159,7.22005,4.33869,12.6831,6.76579,3.37237
0.222293,0.928219,11.2236,7.31336,3.8951,10.3833,7.64176,4.11312
0.356751,0.912414,10.6792,8.02802,2.38884,10.7755,7.62045,3.19948
0.228264,0.964591,9.41937,7.62538,3.0415,10.1382,7.67289,2.40006
0.360021,1.25528,9.1375,4.63682,13.1312,8.94295,3.54825,13.7253
0.206051,1.80742,8.30914,4.1514,17.9866,8.47765,2.72958,16.8835
0.395935,1.40368,8.52012,7.01923,7.07978,9.68151,6.23513,6.99814
0.482111,1.61216,8.65409,7.12724,4.19483,9.13084,7.24303,2.65913
0.76905,1.99778,6.99121,2.8109,19.865,7.56882,2.71421,17.955
0.480144,1.37031,7.6603,7.74469,3.8768,8.04735,7.62834,5.18616
0.374086,0.937257,7.06911,6.88886,6.95291,6.16233,7.10092,7.05883
0.216302,1.24879,4.62238,6.74834,6.91551,5.75055,7.27903,6.98676
0.163247,1.25944,4.88439,7.42765,5.84685,4.06469,7.52347,4.89548
0.267072,0.966982,2.41527,4.27648,12.9519,2.52385,5.18024,13.2782
0.2287,0.743178,2.0331,7.50912,5.74145,2.19675,7.57737,5.01974
0.235461,0.822317,1.83834,6.06763,9.2021,2.02837,6.39721,9.93111
0.199102,0.764728,1.43709,7.0389,7.00729,2.0416,7.43539,6.75794
0.37258,1.52367,1.54151,7.23047,6.56918,1.43297,7.50713,5.07478
0.388866,1.3928,2.019,7.64775,6.86688,1.08275,6.62862,7.02408
0.196756,1.34578,15.8823,6.43329,14.6572,15.5067,6.61006,13.3771
0.122918,1.19733,15.5961,6.57079,13.3762,16.786,6.52919,13.2491
0.175366,1.86671,15.9245,6.63716,11.8044,17.1258,6.51964,13.2284
