radius,length,start_x,start_y,start_z,end_x,end_y,end_z
0.119131,0.759872,268.544,1.4586,-5.64252,269.283,1.48549,-5.46897
0.106824,1.32802,273.864,1.88582,2.64861,275.19,1.88373,2.71586
0.0966221,0.577638,30.6137,9.26744,-3.19517,30.0671,9.09749,-3.11805
0.115522,1.03082,251.758,10.2894,-6.52499,252.789,10.2681,-6.51358
0.109378,0.576528,267.935,1.45221,-5.69017,268.488,1.48277,-5.52953
0.0557827,0.367099,31.1224,9.20143,-3.18396,30.7663,9.29076,-3.18519
0.103173,0.790545,32.0295,0.189542,-3.39374,32.818,0.178169,-3.44997
0.117817,1.13028,251.549,10.2791,-6.54102,250.42,10.2836,-6.59597
0.117181,1.23039,257.098,10.0571,2.02457,258.325,10.0615,2.10759
0.107256,0.539649,31.1511,9.19205,-3.07743,31.6869,9.16444,-3.13503
0.0776888,1.05412,272.335,1.96338,2.59865,273.388,1.94488,2.5835
0.0835444,0.484507,31.7144,9.22298,-3.18217,32.1572,9.06638,-3.30105
0.132289,0.712211,266.305,1.53893,-5.597,265.67,1.35783,-5.86342
0.390203,0.929846,33.827,-0.193329,-3.41696,33.0136,0.00457935,-3.01236
0.0869378,0.999593,271.166,2.02824,2.60955,272.135,1.90288,2.39814
0.106943,0.578572,248.909,10.2493,-6.71631,249.486,10.2294,-6.75537
0.113342,0.99285,264.625,1.42901,-5.87575,265.617,1.38784,-5.88047
0.331046,1.29612,271.119,1.78719,2.87852,269.912,1.57793,2.45397
0.331046,0.432046,270.716,1.71743,2.73701,270.314,1.64768,2.59549
0.106489,0.774329,264.342,1.48515,-5.93759,263.597,1.50966,-6.14854
0.0632065,0.791065,32.4876,0.614267,4.03787,31.6992,0.600169,4.10168
0.110242,0.424221,34.8097,0.118822,-3.56329,35.2163,0.226706,-3.61856
0.117837,1.38897,31.6156,8.7989,4.45135,30.2488,8.62753,4.27296
0.224234,2.2069,267.448,2.03111,2.15737,269.651,1.91098,2.12226
0.0772897,0.661877,34.4557,9.24961,-3.4128,33.8203,9.08134,-3.49039
0.114486,0.873604,247.099,10.3546,-6.88448,247.949,10.3828,-6.68578
0.109133,1.19517,34.0912,0.678337,3.92732,32.9019,0.564335,3.89827
0.307181,0.8441,36.5874,0.0355482,-3.55928,35.7741,-0.139217,-3.70257
0.0661449,3.62243,255.839,10.1852,2.20137,252.269,9.94546,1.6347
0.0728087,0.548632,34.6672,9.27149,-3.46668,35.2125,9.22819,-3.50921
0.219112,1.07338,263.417,1.42715,-6.2596,262.427,1.41392,-5.84363
0.118311,0.601501,36.5962,0.20747,-3.70406,37.1791,0.137939,-3.83492
0.0886505,0.490572,34.2721,0.54746,3.93163,34.7607,0.544482,3.88737
0.112269,0.486011,36.1911,9.21129,-3.65565,35.7075,9.23801,-3.61495
0.148076,1.52622,32.5307,8.89727,4.21379,34.0529,8.90996,4.10373
0.176994,0.611763,246.264,10.1165,-7.03474,246.708,10.2782,-6.6455
0.146949,0.563887,37.9372,0.113003,-4.10452,37.5403,0.359692,-3.78903
0.157327,1.17279,246.692,10.3386,-6.7988,245.544,10.2614,-7.0261
0.0514251,0.698061,37.0211,9.17574,-3.72046,36.3295,9.20793,-3.63158
0.1042,0.861246,35.7729,0.650593,3.79337,34.9196,0.536299,3.81631
0.0891322,0.374651,38.1582,0.215874,-3.9084,38.528,0.271174,-3.88458
0.175547,0.613055,37.5653,9.02231,-3.76749,37.0174,9.23003,-3.58717
0.0918474,0.901148,35.7716,0.689377,3.86172,36.6182,0.484288,3.63065
0.0909147,0.530821,38.161,9.22368,-3.7862,37.6328,9.22752,-3.73402
0.114932,0.587819,261.785,1.44426,-5.98152,262.328,1.38763,-6.19912
0.0842546,0.422059,38.3667,9.18574,-3.82644,38.788,9.21104,-3.82507
0.216527,2.05294,36.9687,0.717357,3.5002,39.0166,0.793069,3.37816
0.130492,0.303032,38.954,9.28668,-3.69474,38.9816,9.07826,-3.91298
0.0785956,0.489961,39.612,9.16395,-3.97388,39.1588,9.27249,-3.82263
0.126371,0.6436,39.6685,9.25529,-3.93085,40.3088,9.31468,-3.95858
0.335113,1.21351,41.1596,9.38092,-3.68297,40.2836,8.80274,-4.29196
0.172123,0.696369,40.8512,9.38357,-4.01483,41.4397,9.17966,-4.32625
0.12595,3.94218,39.198,8.76194,3.82812,43.1287,8.7661,3.5267
0.463617,1.40348,-0.344343,0.517294,6.5627,0.977863,0.968484,6.69664
0.0619624,0.495844,4.29673,9.00778,-0.40109,4.78705,8.99865,-0.474354
0.284523,1.04354,6.80103,8.7476,6.16057,7.80389,8.99419,6.31033
0.0815626,0.486455,0.93843,0.467866,6.84799,1.42325,0.453057,6.81102
0.0492216,0.482771,5.39834,9.11817,-0.548224,4.92412,9.063,-0.476498
0.149272,0.474422,5.44311,9.08752,-0.63407,5.8615,8.86385,-0.632806
0.067352,1.17528,8.00773,8.66983,6.22504,9.18037,8.72611,6.17011
0.0894367,1.05984,6.54037,9.04821,-0.643094,7.59351,9.06974,-0.76013
0.115639,0.580152,261.448,1.44037,-6.13894,260.87,1.45751,-6.18711
